index Pedidos|Parlamentar|Período|Pedido
2|José Humberto Cavalcanti|Julho de 2018|COMPLEMENTO Nº: 265 - R$ 5.400,00
1|José Humberto Cavalcanti|Agosto de 2018|PEDIDO Nº: 290 - R$ 15.450,00
1|José Humberto Cavalcanti|Setembro de 2018|PEDIDO Nº: 421 - R$ 18,00
2|José Humberto Cavalcanti|Setembro de 2018|COMPLEMENTO Nº: 450 - R$ 15.432,00
1|Julio Cavalcanti|Fevereiro de 2015|PEDIDO Nº: 507055-JC/2015 - R$ 15.397,50
1|Julio Cavalcanti|Março de 2015|PEDIDO Nº: 409195-JC/2015 - R$ 15.407,50
1|Julio Cavalcanti|Abril de 2015|PEDIDO Nº: 325720-JC/2015 - R$ 15.400,00
1|Julio Cavalcanti|Maio de 2015|PEDIDO Nº: 004726-JC/2015 - R$ 15.450,00
1|Julio Cavalcanti|Junho de 2015|PEDIDO Nº: 384000-JC/2015 - R$ 15.417,60
1|Julio Cavalcanti|Julho de 2015|PEDIDO Nº: 287042-JC/2015 - R$ 15.344,60
1|Julio Cavalcanti|Agosto de 2015|PEDIDO Nº: 719810-JC/2015 - R$ 15.420,00
1|Julio Cavalcanti|Setembro de 2015|PEDIDO Nº: 740089-JC/2015 - R$ 15.413,00
1|Julio Cavalcanti|Outubro de 2015|PEDIDO Nº: 070693-JC/2015 - R$ 15.217,54
1|Julio Cavalcanti|Novembro de 2015|PEDIDO Nº: 097320-JC/2015 - R$ 15.367,60
1|Julio Cavalcanti|Dezembro de 2015|PEDIDO Nº: 075158-JC/2015 - R$ 15.121,00
1|Julio Cavalcanti|Janeiro de 2016|PEDIDO Nº: 116589-JC/2016 - R$ 15.067,60
1|Julio Cavalcanti|Fevereiro de 2016|PEDIDO Nº: 599165-JC/2016 - R$ 15.084,00
1|Julio Cavalcanti|Março de 2016|PEDIDO Nº: 762056-JC/2016 - R$ 15.157,60
1|Julio Cavalcanti|Abril de 2016|PEDIDO Nº: 249269-JC/2016 - R$ 15.180,20
1|Julio Cavalcanti|Maio de 2016|PEDIDO Nº: 197013-JC/2016 - R$ 15.350,80
1|Julio Cavalcanti|Junho de 2016|PEDIDO Nº: 713568-JC/2016 - R$ 15.400,50
1|Julio Cavalcanti|Julho de 2016|PEDIDO Nº: 810126-JC/2016 - R$ 15.330,92
1|Julio Cavalcanti|Agosto de 2016|PEDIDO Nº: 050698-JC/2016 - R$ 15.340,80
1|Julio Cavalcanti|Setembro de 2016|PEDIDO Nº: 568787-JC/2016 - R$ 15.380,62
1|Julio Cavalcanti|Outubro de 2016|PEDIDO Nº: 512343-JC/2016 - R$ 15.350,80
1|Julio Cavalcanti|Novembro de 2016|PEDIDO Nº: 099850-JC/2016 - R$ 15.330,92
1|Julio Cavalcanti|Dezembro de 2016|PEDIDO Nº: 335104-JC/2016 - R$ 12.567,60
2|Julio Cavalcanti|Dezembro de 2016|COMPLEMENTO Nº: 682391-JC/2017 - R$ 2.286,20
1|Julio Cavalcanti|Janeiro de 2017|PEDIDO Nº: 708782-JC/2017 - R$ 9.983,20
2|Julio Cavalcanti|Janeiro de 2017|COMPLEMENTO Nº: 355525-JC/2017 - R$ 5.319,00
1|Julio Cavalcanti|Fevereiro de 2017|PEDIDO Nº: 354541-JC/2017 - R$ 15.350,54
1|Julio Cavalcanti|Março de 2017|PEDIDO Nº: 906421-JC/2017 - R$ 15.450,00
1|Julio Cavalcanti|Abril de 2017|PEDIDO Nº: 079359-JC/2017 - R$ 15.302,20
1|Julio Cavalcanti|Maio de 2017|PEDIDO Nº: 183561-JC/2017 - R$ 15.350,80
1|Julio Cavalcanti|Junho de 2017|PEDIDO Nº: 856527-JC/2017 - R$ 9.983,20
2|Julio Cavalcanti|Junho de 2017|COMPLEMENTO Nº: 543570-JC/2017 - R$ 5.367,60
1|Julio Cavalcanti|Julho de 2017|PEDIDO Nº: 275317-JC/2017 - R$ 15.350,80
1|Julio Cavalcanti|Agosto de 2017|PEDIDO Nº: 968139-JC/2017 - R$ 15.450,00
1|Julio Cavalcanti|Setembro de 2017|PEDIDO Nº: 888313-JC/2017 - R$ 9.983,20
2|Julio Cavalcanti|Setembro de 2017|COMPLEMENTO Nº: 319304-JC/2017 - R$ 5.404,25
1|Julio Cavalcanti|Outubro de 2017|PEDIDO Nº: 311648-JC/2017 - R$ 15.450,00
1|Julio Cavalcanti|Novembro de 2017|PEDIDO Nº: 897170-JC/2017 - R$ 15.450,00
1|Julio Cavalcanti|Dezembro de 2017|PEDIDO Nº: 779307-JC/2017 - R$ 1.800,00
2|Julio Cavalcanti|Dezembro de 2017|COMPLEMENTO Nº: 906969-JC/2018 - R$ 13.550,80
1|Julio Cavalcanti|Janeiro de 2018|PEDIDO Nº: 730891-JC/2018 - R$ 15.350,80
1|Julio Cavalcanti|Fevereiro de 2018|PEDIDO Nº: 071983-JC/2018 - R$ 14.990,80
1|Julio Cavalcanti|Março de 2018|PEDIDO Nº: 012103-JC/2018 - R$ 15.350,80
1|Julio Cavalcanti|Abril de 2018|PEDIDO Nº: 38 - R$ 15.350,80
1|Julio Cavalcanti|Maio de 2018|PEDIDO Nº: 87 - R$ 15.350,80
1|Julio Cavalcanti|Junho de 2018|PEDIDO Nº: 171 - R$ 15.350,80
1|Julio Cavalcanti|Julho de 2018|PEDIDO Nº: 216 - R$ 15.350,80
1|Julio Cavalcanti|Agosto de 2018|PEDIDO Nº: 293 - R$ 15.350,80
1|Julio Cavalcanti|Setembro de 2018|PEDIDO Nº: 353 - R$ -784,40
2|Julio Cavalcanti|Setembro de 2018|COMPLEMENTO Nº: 376 - R$ 10.767,60
1|Julio Cavalcanti|Outubro de 2018|PEDIDO Nº: 460 - R$ 15.350,80
1|Laura Gomes|Janeiro de 2017|PEDIDO Nº: 945861-LG/2017 - R$ 96,79
2|Laura Gomes|Janeiro de 2017|COMPLEMENTO Nº: 077342-LG/2017 - R$ 10.200,00
1|Laura Gomes|Fevereiro de 2017|PEDIDO Nº: 547953-LG/2017 - R$ 295,80
2|Laura Gomes|Fevereiro de 2017|COMPLEMENTO Nº: 079820-LG/2017 - R$ 10.200,00
1|Laura Gomes|Março de 2017|PEDIDO Nº: 659208-LG/2017 - R$ 10.698,68
2|Laura Gomes|Março de 2017|COMPLEMENTO Nº: 677734-LG/2017 - R$ 4.700,00
1|Laura Gomes|Abril de 2017|PEDIDO Nº: 071267-LG/2017 - R$ 172,83
2|Laura Gomes|Abril de 2017|COMPLEMENTO Nº: 718292-LG/2017 - R$ 10.300,00
3|Laura Gomes|Abril de 2017|COMPLEMENTO Nº: 893435-LG/2017 - R$ 4.900,00
1|Laura Gomes|Maio de 2017|PEDIDO Nº: 007247-LG/2017 - R$ 94,10
2|Laura Gomes|Maio de 2017|COMPLEMENTO Nº: 323837-LG/2017 - R$ 4.900,00
3|Laura Gomes|Maio de 2017|COMPLEMENTO Nº: 582131-LG/2017 - R$ 5.300,00
4|Laura Gomes|Maio de 2017|COMPLEMENTO Nº: 458629-LG/2017 - R$ 5.000,00
1|Laura Gomes|Junho de 2017|PEDIDO Nº: 595744-LG/2017 - R$ 190,25
2|Laura Gomes|Junho de 2017|COMPLEMENTO Nº: 064958-LG/2017 - R$ 5.000,00
3|Laura Gomes|Junho de 2017|COMPLEMENTO Nº: 324193-LG/2017 - R$ 4.900,00
4|Laura Gomes|Junho de 2017|COMPLEMENTO Nº: 582427-LG/2017 - R$ 5.300,00
1|Laura Gomes|Julho de 2017|PEDIDO Nº: 286026-LG/2017 - R$ 136,47
2|Laura Gomes|Julho de 2017|COMPLEMENTO Nº: 139217-LG/2017 - R$ 4.900,00
3|Laura Gomes|Julho de 2017|COMPLEMENTO Nº: 890656-LG/2017 - R$ 5.000,00
4|Laura Gomes|Julho de 2017|COMPLEMENTO Nº: 802052-LG/2017 - R$ 5.268,20
1|Laura Gomes|Agosto de 2017|PEDIDO Nº: 398630-LG/2017 - R$ 89,85
2|Laura Gomes|Agosto de 2017|COMPLEMENTO Nº: 160623-LG/2017 - R$ 9.900,00
3|Laura Gomes|Agosto de 2017|COMPLEMENTO Nº: 802526-LG/2017 - R$ 5.268,20
1|Laura Gomes|Setembro de 2017|PEDIDO Nº: 383704-LG/2017 - R$ 248,56
2|Laura Gomes|Setembro de 2017|COMPLEMENTO Nº: 802861-LG/2017 - R$ 5.268,20
3|Laura Gomes|Setembro de 2017|COMPLEMENTO Nº: 974810-LG/2017 - R$ 5.000,00
4|Laura Gomes|Setembro de 2017|COMPLEMENTO Nº: 959926-LG/2017 - R$ 4.900,00
1|Laura Gomes|Outubro de 2017|PEDIDO Nº: 231716-LG/2017 - R$ 187,45
2|Laura Gomes|Outubro de 2017|COMPLEMENTO Nº: 604818-LG/2017 - R$ 4.900,00
3|Laura Gomes|Outubro de 2017|COMPLEMENTO Nº: 006359-LG/2017 - R$ 5.000,00
4|Laura Gomes|Outubro de 2017|COMPLEMENTO Nº: 956551-LG/2017 - R$ 5.268,20
1|Laura Gomes|Novembro de 2017|PEDIDO Nº: 904322-LG/2017 - R$ 234,19
2|Laura Gomes|Novembro de 2017|COMPLEMENTO Nº: 331601-LG/2017 - R$ 9.900,00
3|Laura Gomes|Novembro de 2017|COMPLEMENTO Nº: 417113-LG/2017 - R$ 5.220,50
1|Laura Gomes|Dezembro de 2017|PEDIDO Nº: 770077-LG/2017 - R$ 127,22
2|Laura Gomes|Dezembro de 2017|COMPLEMENTO Nº: 991912-LG/2018 - R$ 9.986,23
1|Laura Gomes|Janeiro de 2018|PEDIDO Nº: 633949-LG/2018 - R$ 199,20
2|Laura Gomes|Janeiro de 2018|COMPLEMENTO Nº: 329137-LG/2018 - R$ 15.120,50
1|Laura Gomes|Fevereiro de 2018|PEDIDO Nº: 754072-LG/2018 - R$ 26,87
2|Laura Gomes|Fevereiro de 2018|COMPLEMENTO Nº: 093562-LG/2018 - R$ 4.900,00
3|Laura Gomes|Fevereiro de 2018|COMPLEMENTO Nº: 705382-LG/2018 - R$ 5.000,00
4|Laura Gomes|Fevereiro de 2018|COMPLEMENTO Nº: 468361-LG/2018 - R$ 5.220,50
1|Laura Gomes|Março de 2018|PEDIDO Nº: 095090-LG/2018 - R$ 5.000,00
2|Laura Gomes|Março de 2018|COMPLEMENTO Nº: 115884-LG/2018 - R$ 5.220,50
3|Laura Gomes|Março de 2018|COMPLEMENTO Nº: 622439-LG/2018 - R$ 4.900,00
1|Laura Gomes|Abril de 2018|PEDIDO Nº: 53 - R$ 5.400,00
2|Laura Gomes|Abril de 2018|COMPLEMENTO Nº: 144 - R$ 10.020,50
1|Laura Gomes|Maio de 2018|PEDIDO Nº: 98 - R$ 5.400,00
2|Laura Gomes|Maio de 2018|COMPLEMENTO Nº: 182 - R$ 4.900,00
3|Laura Gomes|Maio de 2018|COMPLEMENTO Nº: 223 - R$ 5.069,40
1|Laura Gomes|Junho de 2018|PEDIDO Nº: 178 - R$ 5.400,00
2|Laura Gomes|Junho de 2018|COMPLEMENTO Nº: 224 - R$ 9.969,40
1|Laura Gomes|Julho de 2018|PEDIDO Nº: 227 - R$ 10.300,00
2|Laura Gomes|Julho de 2018|COMPLEMENTO Nº: 268 - R$ 5.069,40
1|Laura Gomes|Agosto de 2018|PEDIDO Nº: 309 - R$ 10.300,00
2|Laura Gomes|Agosto de 2018|COMPLEMENTO Nº: 336 - R$ 5.069,40
1|Laura Gomes|Setembro de 2018|PEDIDO Nº: 377 - R$ 17,00
1|Lucas Ramos|Fevereiro de 2015|PEDIDO Nº: 969892-LR/2015 - R$ 5.250,00
2|Lucas Ramos|Fevereiro de 2015|COMPLEMENTO Nº: 931398-LR/2015 - R$ 5.200,00
3|Lucas Ramos|Fevereiro de 2015|COMPLEMENTO Nº: 661690-LR/2015 - R$ 5.000,00
1|Lucas Ramos|Março de 2015|PEDIDO Nº: 296594-LR/2015 - R$ 10.450,00
2|Lucas Ramos|Março de 2015|COMPLEMENTO Nº: 822818-LR/2015 - R$ 5.000,00
1|Lucas Ramos|Abril de 2015|PEDIDO Nº: 227599-LR/2015 - R$ 15.340,05
1|Lucas Ramos|Maio de 2015|PEDIDO Nº: 658728-LR/2015 - R$ 15.340,05
1|Lucas Ramos|Junho de 2015|PEDIDO Nº: 205002-LR/2015 - R$ 15.340,05
1|Lucas Ramos|Julho de 2015|PEDIDO Nº: 612394-LR/2015 - R$ 15.340,05
1|Lucas Ramos|Agosto de 2015|PEDIDO Nº: 217673-LR/2015 - R$ 5.168,80
2|Lucas Ramos|Agosto de 2015|COMPLEMENTO Nº: 440374-LR/2015 - R$ 5.000,00
1|Lucas Ramos|Setembro de 2015|PEDIDO Nº: 678857-LR/2015 - R$ 32,90
2|Lucas Ramos|Setembro de 2015|COMPLEMENTO Nº: 344956-LR/2015 - R$ 10.175,00
3|Lucas Ramos|Setembro de 2015|COMPLEMENTO Nº: 878631-LR/2015 - R$ 3.976,00
1|Lucas Ramos|Outubro de 2015|PEDIDO Nº: 047506-LR/2015 - R$ 8.901,00
2|Lucas Ramos|Outubro de 2015|COMPLEMENTO Nº: 086988-LR/2015 - R$ 2.286,20
1|Lucas Ramos|Novembro de 2015|PEDIDO Nº: 079592-LR/2015 - R$ 11.187,20
1|Lucas Ramos|Dezembro de 2015|PEDIDO Nº: 155993-LR/2015 - R$ 12.459,52
1|Lucas Ramos|Janeiro de 2016|PEDIDO Nº: 372979-LR/2016 - R$ 12.459,52
2|Lucas Ramos|Janeiro de 2016|COMPLEMENTO Nº: 346095-LR/2016 - R$ 2.990,00
1|Lucas Ramos|Fevereiro de 2016|PEDIDO Nº: 153613-LR/2016 - R$ 5.248,32
2|Lucas Ramos|Fevereiro de 2016|COMPLEMENTO Nº: 732061-LR/2016 - R$ 5.000,00
3|Lucas Ramos|Fevereiro de 2016|COMPLEMENTO Nº: 257830-LR/2016 - R$ 2.915,00
4|Lucas Ramos|Fevereiro de 2016|COMPLEMENTO Nº: 345407-LR/2016 - R$ 2.286,20
1|Lucas Ramos|Março de 2016|PEDIDO Nº: 569536-LR/2016 - R$ 7.534,52
2|Lucas Ramos|Março de 2016|COMPLEMENTO Nº: 258021-LR/2016 - R$ 7.915,00
1|Lucas Ramos|Abril de 2016|PEDIDO Nº: 284066-LR/2016 - R$ 5.248,32
2|Lucas Ramos|Abril de 2016|COMPLEMENTO Nº: 578243-LR/2016 - R$ 2.990,00
3|Lucas Ramos|Abril de 2016|COMPLEMENTO Nº: 376454-LR/2016 - R$ 2.286,20
1|Lucas Ramos|Maio de 2016|PEDIDO Nº: 269455-LR/2016 - R$ 7.534,52
2|Lucas Ramos|Maio de 2016|COMPLEMENTO Nº: 702717-LR/2016 - R$ 5.000,00
3|Lucas Ramos|Maio de 2016|COMPLEMENTO Nº: 835193-LR/2016 - R$ 2.915,00
1|Lucas Ramos|Junho de 2016|PEDIDO Nº: 189794-LR/2016 - R$ 5.248,32
2|Lucas Ramos|Junho de 2016|COMPLEMENTO Nº: 969604-LR/2016 - R$ 2.286,20
3|Lucas Ramos|Junho de 2016|COMPLEMENTO Nº: 835777-LR/2016 - R$ 2.915,00
1|Lucas Ramos|Julho de 2016|PEDIDO Nº: 451692-LR/2016 - R$ 5.248,32
2|Lucas Ramos|Julho de 2016|COMPLEMENTO Nº: 711595-LR/2016 - R$ 2.286,20
3|Lucas Ramos|Julho de 2016|COMPLEMENTO Nº: 266086-LR/2016 - R$ 2.990,00
1|Lucas Ramos|Agosto de 2016|PEDIDO Nº: 047045-LR/2016 - R$ 5.248,32
2|Lucas Ramos|Agosto de 2016|COMPLEMENTO Nº: 733537-LR/2016 - R$ 2.286,20
3|Lucas Ramos|Agosto de 2016|COMPLEMENTO Nº: 795430-LR/2016 - R$ 2.990,00
1|Lucas Ramos|Setembro de 2016|PEDIDO Nº: 552594-LR/2016 - R$ 2.286,20
2|Lucas Ramos|Setembro de 2016|COMPLEMENTO Nº: 795619-LR/2016 - R$ 2.990,00
3|Lucas Ramos|Setembro de 2016|COMPLEMENTO Nº: 990970-LR/2016 - R$ 5.248,32
1|Lucas Ramos|Outubro de 2016|PEDIDO Nº: 317455-LR/2016 - R$ 10.218,32
1|Lucas Ramos|Novembro de 2016|PEDIDO Nº: 826584-LR/2016 - R$ 10.218,32
1|Lucas Ramos|Dezembro de 2016|PEDIDO Nº: 414939-LR/2016 - R$ 10.218,32
2|Lucas Ramos|Dezembro de 2016|COMPLEMENTO Nº: 687706-LR/2017 - R$ 1.300,00
1|Lucas Ramos|Janeiro de 2017|PEDIDO Nº: 629475-LR/2017 - R$ 10.218,32
1|Lucas Ramos|Fevereiro de 2017|PEDIDO Nº: 218013-LR/2017 - R$ 5.248,32
2|Lucas Ramos|Fevereiro de 2017|COMPLEMENTO Nº: 176037-LR/2017 - R$ 4.970,00
1|Lucas Ramos|Março de 2017|PEDIDO Nº: 996689-LR/2017 - R$ 5.248,32
2|Lucas Ramos|Março de 2017|COMPLEMENTO Nº: 682811-LR/2017 - R$ 4.970,00
1|Lucas Ramos|Abril de 2017|PEDIDO Nº: 581763-LR/2017 - R$ 5.248,32
2|Lucas Ramos|Abril de 2017|COMPLEMENTO Nº: 735676-LR/2017 - R$ 2.000,00
3|Lucas Ramos|Abril de 2017|COMPLEMENTO Nº: 023526-LR/2017 - R$ 4.970,00
1|Lucas Ramos|Maio de 2017|PEDIDO Nº: 098509-LR/2017 - R$ 10.218,32
2|Lucas Ramos|Maio de 2017|COMPLEMENTO Nº: 702540-LR/2017 - R$ 2.000,00
1|Lucas Ramos|Junho de 2017|PEDIDO Nº: 199320-LR/2017 - R$ 10.218,32
2|Lucas Ramos|Junho de 2017|COMPLEMENTO Nº: 091840-LR/2017 - R$ 2.000,00
1|Lucas Ramos|Julho de 2017|PEDIDO Nº: 367916-LR/2017 - R$ 10.218,32
2|Lucas Ramos|Julho de 2017|COMPLEMENTO Nº: 092017-LR/2017 - R$ 2.000,00
1|Lucas Ramos|Agosto de 2017|PEDIDO Nº: 497819-LR/2017 - R$ 2.500,00
2|Lucas Ramos|Agosto de 2017|COMPLEMENTO Nº: 961062-LR/2017 - R$ 10.218,32
3|Lucas Ramos|Agosto de 2017|COMPLEMENTO Nº: 092137-LR/2017 - R$ 2.000,00
1|Lucas Ramos|Setembro de 2017|PEDIDO Nº: 520630-LR/2017 - R$ 2.500,00
2|Lucas Ramos|Setembro de 2017|COMPLEMENTO Nº: 715118-LR/2017 - R$ 10.218,32
3|Lucas Ramos|Setembro de 2017|COMPLEMENTO Nº: 092244-LR/2017 - R$ 2.000,00
1|Lucas Ramos|Outubro de 2017|PEDIDO Nº: 127373-LR/2017 - R$ 2.500,00
2|Lucas Ramos|Outubro de 2017|COMPLEMENTO Nº: 938993-LR/2017 - R$ 12.218,32
1|Lucas Ramos|Novembro de 2017|PEDIDO Nº: 353621-LR/2017 - R$ 2.500,00
2|Lucas Ramos|Novembro de 2017|COMPLEMENTO Nº: 814764-LR/2017 - R$ 10.218,32
1|Lucas Ramos|Dezembro de 2017|PEDIDO Nº: 772113-LR/2017 - R$ 2.500,00
2|Lucas Ramos|Dezembro de 2017|COMPLEMENTO Nº: 733932-LR/2018 - R$ 12.218,32
1|Lucas Ramos|Janeiro de 2018|PEDIDO Nº: 823510-LR/2018 - R$ 2.500,00
2|Lucas Ramos|Janeiro de 2018|COMPLEMENTO Nº: 728242-LR/2018 - R$ 7.248,32
1|Lucas Ramos|Fevereiro de 2018|PEDIDO Nº: 965609-LR/2018 - R$ 2.500,00
2|Lucas Ramos|Fevereiro de 2018|COMPLEMENTO Nº: 740274-LR/2018 - R$ 11.248,32
1|Lucas Ramos|Março de 2018|PEDIDO Nº: 776352-LR/2018 - R$ 11.748,32
1|Lucas Ramos|Abril de 2018|PEDIDO Nº: 14 - R$ 2.500,00
2|Lucas Ramos|Abril de 2018|COMPLEMENTO Nº: 50 - R$ 9.248,32
1|Lucas Ramos|Maio de 2018|PEDIDO Nº: 85 - R$ 7.748,32
2|Lucas Ramos|Maio de 2018|COMPLEMENTO Nº: 139 - R$ 4.000,00
1|Lucas Ramos|Junho de 2018|PEDIDO Nº: 180 - R$ 9.248,32
1|Lucas Ramos|Julho de 2018|PEDIDO Nº: 181 - R$ 2.500,00
2|Lucas Ramos|Julho de 2018|COMPLEMENTO Nº: 237 - R$ 9.248,32
1|Lucas Ramos|Outubro de 2018|PEDIDO Nº: 388 - R$ 2.500,00
2|Lucas Ramos|Outubro de 2018|COMPLEMENTO Nº: 465 - R$ 9.248,32
1|Lula Cabral|Fevereiro de 2015|PEDIDO Nº: 892103-LC/2015 - R$ 15.450,00
1|Lula Cabral|Março de 2015|PEDIDO Nº: 931518-LC/2015 - R$ 15.450,00
1|Lula Cabral|Abril de 2015|PEDIDO Nº: 816927-LC/2015 - R$ 15.450,00
1|Lula Cabral|Maio de 2015|PEDIDO Nº: 433250-LC/2015 - R$ 15.450,00
1|Lula Cabral|Junho de 2015|PEDIDO Nº: 420789-LC/2015 - R$ 15.450,00
1|Lula Cabral|Julho de 2015|PEDIDO Nº: 842826-LC/2015 - R$ 15.450,00
1|Lula Cabral|Agosto de 2015|PEDIDO Nº: 876921-LC/2015 - R$ 15.450,00
1|Lula Cabral|Setembro de 2015|PEDIDO Nº: 718114-LC/2015 - R$ 15.450,00
1|Lula Cabral|Outubro de 2015|PEDIDO Nº: 988752-LC/2015 - R$ 15.450,00
1|Lula Cabral|Novembro de 2015|PEDIDO Nº: 650913-LC/2015 - R$ 15.450,00
1|Lula Cabral|Dezembro de 2015|PEDIDO Nº: 913531-LC/2015 - R$ 15.450,00
1|Lula Cabral|Janeiro de 2016|PEDIDO Nº: 693255-LC/2016 - R$ 15.450,00
1|Lula Cabral|Fevereiro de 2016|PEDIDO Nº: 819113-LC/2016 - R$ 15.450,00
1|Lula Cabral|Março de 2016|PEDIDO Nº: 745080-LC/2016 - R$ 15.450,00
1|Lula Cabral|Abril de 2016|PEDIDO Nº: 172607-LC/2016 - R$ 15.450,00
1|Lula Cabral|Maio de 2016|PEDIDO Nº: 591040-LC/2016 - R$ 15.450,00
1|Lula Cabral|Junho de 2016|PEDIDO Nº: 262582-LC/2016 - R$ 15.450,00
1|Lula Cabral|Julho de 2016|PEDIDO Nº: 016870-LC/2016 - R$ 15.450,00
1|Lula Cabral|Agosto de 2016|PEDIDO Nº: 531790-LC/2016 - R$ 15.450,00
1|Lula Cabral|Setembro de 2016|PEDIDO Nº: 201691-LC/2016 - R$ 15.450,00
1|Lula Cabral|Outubro de 2016|PEDIDO Nº: 903004-LC/2016 - R$ 15.450,00
1|Lula Cabral|Novembro de 2016|PEDIDO Nº: 389636-LC/2016 - R$ 15.450,00
1|Lula Cabral|Dezembro de 2016|PEDIDO Nº: 977702-LC/2016 - R$ 15.450,00
1|Marcantônio Dourado|Fevereiro de 2015|PEDIDO Nº: 699143-MD/2015 - R$ 9.932,22
1|Marcantônio Dourado|Março de 2015|PEDIDO Nº: 036503-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Abril de 2015|PEDIDO Nº: 802453-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Maio de 2015|PEDIDO Nº: 872744-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Junho de 2015|PEDIDO Nº: 544542-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Julho de 2015|PEDIDO Nº: 319904-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Agosto de 2015|PEDIDO Nº: 005989-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Setembro de 2015|PEDIDO Nº: 328294-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Outubro de 2015|PEDIDO Nº: 355845-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Novembro de 2015|PEDIDO Nº: 775609-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Dezembro de 2015|PEDIDO Nº: 068523-MD/2015 - R$ 15.450,00
1|Marcantônio Dourado|Janeiro de 2016|PEDIDO Nº: 280036-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Fevereiro de 2016|PEDIDO Nº: 621101-MD/2016 - R$ 11.280,50
2|Marcantônio Dourado|Fevereiro de 2016|COMPLEMENTO Nº: 039338-MD/2016 - R$ 4.169,50
1|Marcantônio Dourado|Março de 2016|PEDIDO Nº: 116603-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Abril de 2016|PEDIDO Nº: 230835-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Maio de 2016|PEDIDO Nº: 482559-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Junho de 2016|PEDIDO Nº: 547616-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Julho de 2016|PEDIDO Nº: 229237-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Agosto de 2016|PEDIDO Nº: 823435-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Setembro de 2016|PEDIDO Nº: 422361-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Outubro de 2016|PEDIDO Nº: 582653-MD/2016 - R$ 11.563,46
2|Marcantônio Dourado|Outubro de 2016|COMPLEMENTO Nº: 684816-MD/2016 - R$ 3.886,54
1|Marcantônio Dourado|Novembro de 2016|PEDIDO Nº: 193592-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Dezembro de 2016|PEDIDO Nº: 337657-MD/2016 - R$ 15.450,00
1|Marcantônio Dourado|Janeiro de 2017|PEDIDO Nº: 712013-MD/2017 - R$ 11.551,00
1|Marcantônio Dourado|Fevereiro de 2017|PEDIDO Nº: 173918-MD/2017 - R$ 4.000,00
2|Marcantônio Dourado|Fevereiro de 2017|COMPLEMENTO Nº: 341155-MD/2017 - R$ 11.450,00
1|Marcantônio Dourado|Março de 2017|PEDIDO Nº: 553324-MD/2017 - R$ 15.108,64
2|Marcantônio Dourado|Março de 2017|COMPLEMENTO Nº: 092879-MD/2017 - R$ 341,36
1|Marcantônio Dourado|Abril de 2017|PEDIDO Nº: 198036-MD/2017 - R$ 4.400,00
2|Marcantônio Dourado|Abril de 2017|COMPLEMENTO Nº: 697030-MD/2017 - R$ 7.151,00
1|Marcantônio Dourado|Maio de 2017|PEDIDO Nº: 396195-MD/2017 - R$ 15.450,00
1|Marcantônio Dourado|Junho de 2017|PEDIDO Nº: 220164-MD/2017 - R$ 15.450,00
1|Marcantônio Dourado|Julho de 2017|PEDIDO Nº: 061602-MD/2017 - R$ 15.428,58
1|Marcantônio Dourado|Agosto de 2017|PEDIDO Nº: 734713-MD/2017 - R$ 15.426,60
1|Marcantônio Dourado|Setembro de 2017|PEDIDO Nº: 501850-MD/2017 - R$ 15.417,65
1|Marcantônio Dourado|Outubro de 2017|PEDIDO Nº: 182147-MD/2017 - R$ 15.436,54
1|Marcantônio Dourado|Novembro de 2017|PEDIDO Nº: 688352-MD/2017 - R$ 15.450,00
1|Marcantônio Dourado|Dezembro de 2017|PEDIDO Nº: 235267-MD/2017 - R$ 15.450,00
1|Marcantônio Dourado|Janeiro de 2018|PEDIDO Nº: 421243-MD/2018 - R$ 15.450,00
1|Marcantônio Dourado|Fevereiro de 2018|PEDIDO Nº: 457168-MD/2018 - R$ 15.450,00
1|Marcantônio Dourado|Março de 2018|PEDIDO Nº: 356473-MD/2018 - R$ 15.379,88
1|MarcantÔnio Dourado|Abril de 2018|PEDIDO Nº: 16 - R$ 15.450,00
1|MarcantÔnio Dourado|Maio de 2018|PEDIDO Nº: 65 - R$ 15.324,21
1|MarcantÔnio Dourado|Junho de 2018|PEDIDO Nº: 120 - R$ 15.370,93
1|MarcantÔnio Dourado|Julho de 2018|PEDIDO Nº: 192 - R$ 15.450,00
1|MarcantÔnio Dourado|Agosto de 2018|PEDIDO Nº: 264 - R$ 15.450,00
