Index Verbas|Parlamentar|Período|Tipo Despesa|Data|CNPJ|Empresa|Valor
3|Lucas Ramos|Janeiro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|26/01/2016|22.163.039/0001-62|F P DE S SALGADO COMUNCAÇÃO ME|5.248,32
4|Lucas Ramos|Janeiro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.990,00|01/02/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.990,00
1|Lucas Ramos|Fevereiro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/02/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Fevereiro de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.000,00|23/03/2016|07.240.460/0001-36|ANTONIO RODRIGO MOREIRA ARAÚJO IMAGEM E COMUNICACAO|5.000,00
3|Lucas Ramos|Fevereiro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.915,00|17/03/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.915,00
4|Lucas Ramos|Fevereiro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|01/03/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - M|2.286,20
1|Lucas Ramos|Março de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|28/03/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL|2.286,20
2|Lucas Ramos|Março de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|28/03/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Março de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.915,00|31/03/2016|00.000.000/0000-00|(Nota cancelada)|0,00
4|Lucas Ramos|Março de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.915,00|01/04/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.915,00
5|Lucas Ramos|Março de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.000,00|01/04/2016|00.000.000/0000-00|(Nota cancelada)|0,00
6|Lucas Ramos|Março de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.000,00|04/04/2016|07.240.460/0001-36|ANTONIO RODRIGO MOREIRA ARAÚJO IMAGEM E COMUNICACAO|5.000,00
1|Lucas Ramos|Abril de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/04/2016|22.163.039/0001-62|F P DE SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Abril de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.990,00|05/05/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.990,00
3|Lucas Ramos|Abril de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|02/05/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|2.286,20
1|Lucas Ramos|Maio de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|31/05/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|2.286,20
2|Lucas Ramos|Maio de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/05/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO - ME|5.248,32
3|Lucas Ramos|Maio de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.000,00|30/05/2016|13.808.054/0001-20|PALETA GRÁFICA E PAPELARIA LTDA ME|5.000,00
4|Lucas Ramos|Maio de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.915,00|14/07/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.915,00
1|Lucas Ramos|Junho de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/06/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Junho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|04/07/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|2.286,20
3|Lucas Ramos|Junho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.915,00|04/07/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.915,00
1|Lucas Ramos|Julho de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/07/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Julho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|01/08/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL|2.286,20
3|Lucas Ramos|Julho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.990,00|18/08/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.990,00
1|Lucas Ramos|Agosto de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/08/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Agosto de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|01/09/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|2.286,20
3|Lucas Ramos|Agosto de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.990,00|21/10/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.990,00
1|Lucas Ramos|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.286,20|29/09/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|2.286,20
2|Lucas Ramos|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 2.990,00|21/10/2016|13.148.995/0001-84|RAFAEL CAVALCANTI ADVOGADOS ASSOCIADOS|2.990,00
3|Lucas Ramos|Setembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/09/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Outubro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|27/10/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Outubro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|28/10/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO - ME|5.248,32
1|Lucas Ramos|Novembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|29/11/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL|4.970,00
2|Lucas Ramos|Novembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/11/2019|22.163.039/0001-62|F P DE S SALGADO COMUNICACAO ME|5.248,32
1|Lucas Ramos|Dezembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|06/12/2016|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Dezembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|06/12/2016|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Dezembro de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 1.300,00|22/12/2016|13.808.054/0001-20|PALETA GRAFICA E PAPELARIA LTDA ME|1.300,00
1|Lucas Ramos|Janeiro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|31/01/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Janeiro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/01/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Fevereiro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|23/02/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Fevereiro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|03/03/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
1|Lucas Ramos|Março de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/03/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Março de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|04/04/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
1|Lucas Ramos|Abril de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|27/04/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
2|Lucas Ramos|Abril de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|17/08/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
3|Lucas Ramos|Abril de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|04/05/2017|00.000.000/0000-00|(Nota cancelada)|0,00
4|Lucas Ramos|Abril de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|18/05/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
1|Lucas Ramos|Maio de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|31/05/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTÃO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Maio de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/05/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Maio de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|25/08/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
1|Lucas Ramos|Junho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|30/06/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Junho de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/06/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Junho de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|07/11/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
1|Lucas Ramos|Julho de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|28/07/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
2|Lucas Ramos|Julho de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|28/07/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Julho de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|07/11/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
1|Lucas Ramos|Agosto de 2017|I - Locação de Imóveis - R$ 2.500,00|10/08/2017|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Agosto de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|31/08/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
3|Lucas Ramos|Agosto de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/08/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
4|Lucas Ramos|Agosto de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|07/11/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
1|Lucas Ramos|Setembro de 2017|I - Locação de Imóveis - R$ 2.500,00|10/09/2017|16.993.328/0001-96|Antonio Amorim Souza e Cia Ltda-ME|2.500,00
2|Lucas Ramos|Setembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|29/09/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL ME|4.970,00
3|Lucas Ramos|Setembro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/09/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICACAO ME|5.248,32
4|Lucas Ramos|Setembro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|07/11/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
1|Lucas Ramos|Outubro de 2017|I - Locação de Imóveis - R$ 2.500,00|10/10/2017|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Outubro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|31/10/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
3|Lucas Ramos|Outubro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|07/11/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
4|Lucas Ramos|Outubro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/10/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Novembro de 2017|I - Locação de Imóveis - R$ 2.500,00|10/11/2017|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Novembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|30/11/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
3|Lucas Ramos|Novembro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/11/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Dezembro de 2017|I - Locação de Imóveis - R$ 2.500,00|10/12/2017|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Dezembro de 2017|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.970,00|29/12/2017|23.362.284/0001-61|ANDREA RODRIGUES DE SOUZA CHAMIE GESTAO EMPRESARIAL - ME|4.970,00
3|Lucas Ramos|Dezembro de 2017|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|29/12/2017|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
4|Lucas Ramos|Dezembro de 2017|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|29/12/2017|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Janeiro de 2018|I - Locação de Imóveis - R$ 2.500,00|10/01/2018|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Janeiro de 2018|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|31/01/2018|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
3|Lucas Ramos|Janeiro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/01/2018|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Fevereiro de 2018|I - Locação de Imóveis - R$ 2.500,00|10/02/2018|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Fevereiro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|01/03/2018|29.567.132/0001-81|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
3|Lucas Ramos|Fevereiro de 2018|IV - Divulgação de Atividade Parlamentar - R$ 2.000,00|28/02/2018|27.410.995/0001-15|ANDREA JULIANA CORREIA LEITE|2.000,00
4|Lucas Ramos|Fevereiro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|28/02/2018|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Março de 2018|I - Locação de Imóveis - R$ 2.500,00|10/03/2018|16.993.328/0001-96|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Março de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|29/03/2018|29.567.132/0001-81|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
3|Lucas Ramos|Março de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/03/2018|22.163.039/0001-62|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Abril de 2018|I - Locação de Imóveis - R$ 2.500,00|10/04/2018|16993328000196|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Abril de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|30/04/2018|29567132000181|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
3|Lucas Ramos|Abril de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/04/2018|22163039000162|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Maio de 2018|I - Locação de Imóveis - R$ 2.500,00|10/05/2018|16993328000196|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Maio de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/05/2018|22163039000162|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
3|Lucas Ramos|Maio de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|30/05/2018|29567132000181|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
1|Lucas Ramos|Junho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|30/06/2018|29567132000181|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
2|Lucas Ramos|Junho de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|30/06/2018|22163039000162|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Julho de 2018|I - Locação de Imóveis - R$ 2.500,00|10/07/2018|16993328000196|ANTONIO AMORIM SOUZA E CIA LTDA - ME|2.500,00
2|Lucas Ramos|Julho de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|31/07/2018|29567132000181|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
3|Lucas Ramos|Julho de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/07/2018|22163039000162|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lucas Ramos|Outubro de 2018|I - Locação de Imóveis - R$ 2.500,00|10/10/2018|16993328000196|ANTONIO AMORIM S E CIA LTDA ME|2.500,00
2|Lucas Ramos|Outubro de 2018|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.000,00|31/10/2018|29567132000181|G E DE ANDRADE ASSESSORIA E CONSULTORIA EM GESTÃO|4.000,00
3|Lucas Ramos|Outubro de 2018|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.248,32|31/10/2018|22163039000162|F P DE S SALGADO COMUNICAÇÃO ME|5.248,32
1|Lula Cabral|Fevereiro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.600,00|27/02/2015|07.365.343/0001-07|RW Produções|2.400,00
2|Lula Cabral|Fevereiro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 4.600,00|27/02/2015|07.365.343/0001-07|RW Produções|2.200,00
3|Lula Cabral|Fevereiro de 2015|VII - Serviços Postais - R$ 42,50|27/02/2015|34.028.316/0700-46|Correios|42,50
4|Lula Cabral|Fevereiro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 5.400,00|27/02/2015|12.943.877/0001-03|Bruno Martins Lopes|5.400,00
5|Lula Cabral|Fevereiro de 2015|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.407,50|27/02/2015|13.562.910/0001-00|Rosana Melo Borma ME|5.407,50
1|Lula Cabral|Março de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.160,00|18/03/2015|07.365.343/0001-07|RW Produções|3.600,00
2|Lula Cabral|Março de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.160,00|18/03/2015|07.365.343/0001-07|RW Produções|1.560,00
3|Lula Cabral|Março de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.050,00|18/03/2015|07.365.343/0001-07|RW Produções|5.050,00
4|Lula Cabral|Março de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 5.240,00|14/03/2015|12.943.877/0001-03|Bruno Martins Lopes|5.240,00
1|Lula Cabral|Abril de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|10/04/2015|07.365.343/0001-07|RW Produções|1.200,00
2|Lula Cabral|Abril de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|10/04/2015|07.365.343/0001-07|RW Produções|1.200,00
3|Lula Cabral|Abril de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|10/04/2015|07.365.343/0001-07|RW Produções|1.800,00
4|Lula Cabral|Abril de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|13/04/2015|07.365.343/0001-07|RW Produções|1.000,00
5|Lula Cabral|Abril de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|10/04/2015|07.365.343/0001-07|RW Produções|5.019,70
6|Lula Cabral|Abril de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|08/04/2015|10.590.016/0001-55|AGROPLAN Ltda-EPP|5.200,00
7|Lula Cabral|Abril de 2015|VII - Serviços Postais - R$ 30,30|10/04/2015|34.028.316/0500-46|Correios|30,30
1|Lula Cabral|Maio de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.220,30|08/05/2015|07.365.343/0001-07|RW Produções|800,00
2|Lula Cabral|Maio de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.220,30|13/05/2015|07.365.343/0001-07|RW Produções|1.440,00
3|Lula Cabral|Maio de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.220,30|18/05/2015|07.365.343/0001-07|RW Produções|2.980,30
4|Lula Cabral|Maio de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.029,70|04/05/2015|07.365.343/0001-07|Produções|5.029,70
5|Lula Cabral|Maio de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|05/05/2015|10.590.016/0001-55|AGROPLAN Ltda-EPP|5.200,00
1|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|01/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
2|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|01/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
3|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|01/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
4|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|08/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
5|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|01/06/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.600,00
6|Lula Cabral|Junho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.200,00|08/06/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.600,00
7|Lula Cabral|Junho de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
8|Lula Cabral|Junho de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/06/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|5.019,70
9|Lula Cabral|Junho de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|03/06/2015|10.590.016/0001-55|AGROPLAN Ltda|5.200,00
10|Lula Cabral|Junho de 2015|VII - Serviços Postais - R$ 30,30|01/06/2015|34.028.316/0500-46|Correios|30,30
1|Lula Cabral|Julho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.310,00|01/07/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda-ME|1.560,00
